
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20

 Method : Single Similar Particle Collision

 with the following fixed parameters:

	 Population size: 12
	 Perturbation method: M1
	 Exploitation method: Taboo Search

 With the following fixed parameters:

	 Neighborhood generation method: N5
	 Tenure: 8
	 Maximum number of iterations without upgrade: 1000

	 Number of iterations: 10


 Results:



   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1169
   69	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1168
    2	      1168
    3	      1168
    4	      1168
    5	      1168
    6	      1168
    7	      1168
    8	      1168
    9	      1168
   10	      1168
   11	      1168
   12	      1168
   13	      1168
   14	      1168
   15	      1168
   16	      1168
   17	      1168
   18	      1168
   19	      1168
   20	      1168
   21	      1168
   22	      1168
   23	      1168
   24	      1168
   25	      1168
   26	      1168
   27	      1168
   28	      1168
   29	      1168
   30	      1168
   31	      1165

 Final results:


        100       1165         1238997        263


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1180
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1177
   14	      1177
   15	      1177
   16	      1176
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1177
    2	      1177
    3	      1177
    4	      1177
    5	      1177
    6	      1177
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1182
    2	      1178
    3	      1178
    4	      1176
    5	      1176
    6	      1176
    7	      1167
    8	      1167
    9	      1167
   10	      1167
   11	      1167
   12	      1167
   13	      1167
   14	      1167
   15	      1167
   16	      1167
   17	      1167
   18	      1167
   19	      1167
   20	      1167
   21	      1167
   22	      1167
   23	      1167
   24	      1167
   25	      1167
   26	      1167
   27	      1167
   28	      1167
   29	      1167
   30	      1167
   31	      1167
   32	      1167
   33	      1167
   34	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1194
    2	      1194
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1170
   36	      1170
   37	      1170
   38	      1170
   39	      1170
   40	      1170
   41	      1170
   42	      1170
   43	      1170
   44	      1170
   45	      1170
   46	      1170
   47	      1170
   48	      1170
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1170
   56	      1170
   57	      1170
   58	      1170
   59	      1170
   60	      1170
   61	      1170
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1170
   75	      1170
   76	      1170
   77	      1170
   78	      1170
   79	      1170
   80	      1170
   81	      1170
   82	      1170
   83	      1170
   84	      1170
   85	      1170
   86	      1170
   87	      1170
   88	      1170
   89	      1170
   90	      1170
   91	      1170
   92	      1170
   93	      1170
   94	      1170
   95	      1170
   96	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1185
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1177
   20	      1177
   21	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1176
    2	      1176
    3	      1176
    4	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1166
    2	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1165

 Final results:


        100       1165         1336996        283


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1175
    2	      1175
    3	      1175
    4	      1172
    5	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1173
    2	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1186
    2	      1171
    3	      1171
    4	      1171
    5	      1171
    6	      1171
    7	      1171
    8	      1171
    9	      1171
   10	      1171
   11	      1171
   12	      1171
   13	      1171
   14	      1171
   15	      1171
   16	      1171
   17	      1171
   18	      1171
   19	      1171
   20	      1171
   21	      1171
   22	      1171
   23	      1171
   24	      1171
   25	      1171
   26	      1171
   27	      1171
   28	      1171
   29	      1171
   30	      1171
   31	      1171
   32	      1171
   33	      1171
   34	      1171
   35	      1171
   36	      1171
   37	      1171
   38	      1171
   39	      1171
   40	      1171
   41	      1171
   42	      1171
   43	      1171
   44	      1171
   45	      1171
   46	      1171
   47	      1171
   48	      1171
   49	      1166
   50	      1166
   51	      1166
   52	      1166
   53	      1166
   54	      1166
   55	      1166
   56	      1166
   57	      1166
   58	      1166
   59	      1166
   60	      1166
   61	      1166
   62	      1166
   63	      1166
   64	      1166
   65	      1166
   66	      1166
   67	      1166
   68	      1166
   69	      1166
   70	      1166
   71	      1166
   72	      1166
   73	      1166
   74	      1166
   75	      1166
   76	      1166
   77	      1166
   78	      1166
   79	      1166
   80	      1166
   81	      1166
   82	      1166
   83	      1166
   84	      1166
   85	      1166
   86	      1166
   87	      1166
   88	      1166
   89	      1166
   90	      1166
   91	      1166
   92	      1166
   93	      1166
   94	      1166
   95	      1166
   96	      1166
   97	      1166
   98	      1166
   99	      1166
  100	      1166

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1175
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1170
   89	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1167
    2	      1167
    3	      1167
    4	      1167
    5	      1167
    6	      1167
    7	      1167
    8	      1167
    9	      1167
   10	      1167
   11	      1167
   12	      1167
   13	      1167
   14	      1167
   15	      1167
   16	      1167
   17	      1167
   18	      1167
   19	      1167
   20	      1167
   21	      1167
   22	      1167
   23	      1167
   24	      1167
   25	      1167
   26	      1167
   27	      1167
   28	      1167
   29	      1167
   30	      1167
   31	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1181
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1165

 Final results:


        100       1165         1314088        282


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1189
    2	      1189
    3	      1189
    4	      1189
    5	      1189
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1176
   12	      1176
   13	      1176
   14	      1175
   15	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1182
    2	      1182
    3	      1178
    4	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1195
    2	      1169
    3	      1169
    4	      1169
    5	      1169
    6	      1169
    7	      1169
    8	      1169
    9	      1169
   10	      1169
   11	      1169
   12	      1169
   13	      1169
   14	      1169
   15	      1169
   16	      1169
   17	      1169
   18	      1169
   19	      1169
   20	      1169
   21	      1169
   22	      1169
   23	      1169
   24	      1169
   25	      1169
   26	      1169
   27	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1194
    2	      1187
    3	      1187
    4	      1187
    5	      1187
    6	      1178
    7	      1178
    8	      1166
    9	      1166
   10	      1166
   11	      1166
   12	      1166
   13	      1166
   14	      1166
   15	      1166
   16	      1166
   17	      1166
   18	      1166
   19	      1166
   20	      1166
   21	      1166
   22	      1166
   23	      1166
   24	      1166
   25	      1166
   26	      1166
   27	      1166
   28	      1166
   29	      1166
   30	      1166
   31	      1166
   32	      1166
   33	      1166
   34	      1166
   35	      1166
   36	      1166
   37	      1166
   38	      1166
   39	      1166
   40	      1166
   41	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1167
    2	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1176
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1172
   21	      1172
   22	      1172
   23	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1167
    2	      1167
    3	      1167
    4	      1167
    5	      1167
    6	      1167
    7	      1167
    8	      1167
    9	      1167
   10	      1167
   11	      1167
   12	      1167
   13	      1167
   14	      1167
   15	      1167
   16	      1167
   17	      1167
   18	      1167
   19	      1167
   20	      1167
   21	      1167
   22	      1167
   23	      1167
   24	      1167
   25	      1167
   26	      1167
   27	      1167
   28	      1167
   29	      1167
   30	      1167
   31	      1167
   32	      1167
   33	      1167
   34	      1167
   35	      1167
   36	      1167
   37	      1167
   38	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1165

 Final results:


        100       1165         1154892        247
