
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1177
   20	      1177
   21	      1177
   22	      1177
   23	      1177
   24	      1177
   25	      1177
   26	      1177
   27	      1177
   28	      1177
   29	      1177
   30	      1177
   31	      1177
   32	      1177
   33	      1177
   34	      1177
   35	      1177
   36	      1177
   37	      1177
   38	      1177
   39	      1177
   40	      1177
   41	      1177
   42	      1177
   43	      1177
   44	      1177
   45	      1176
   46	      1176
   47	      1176
   48	      1176
   49	      1176
   50	      1176
   51	      1176
   52	      1176
   53	      1175
   54	      1174
   55	      1174
   56	      1174
   57	      1174
   58	      1174
   59	      1174
   60	      1174
   61	      1174
   62	      1174
   63	      1174
   64	      1174
   65	      1174
   66	      1174
   67	      1174
   68	      1174
   69	      1174
   70	      1174
   71	      1174
   72	      1174
   73	      1174
   74	      1174
   75	      1174
   76	      1174
   77	      1174
   78	      1174
   79	      1174
   80	      1174
   81	      1174
   82	      1174
   83	      1174
   84	      1174
   85	      1174
   86	      1174
   87	      1174
   88	      1174
   89	      1174
   90	      1174
   91	      1174
   92	      1174
   93	      1174
   94	      1174
   95	      1174
   96	      1174
   97	      1174
   98	      1174
   99	      1174
  100	      1174

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1174
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1222
    2	      1222
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1175
    2	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1233
    2	      1233
    3	      1233
    4	      1233
    5	      1208
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1165

 Final results:


        100       1165         1153416        244


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1193
    2	      1193
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1177
    2	      1177
    3	      1174
    4	      1166
    5	      1166
    6	      1166
    7	      1166
    8	      1166
    9	      1166
   10	      1166
   11	      1166
   12	      1166
   13	      1166
   14	      1166
   15	      1166
   16	      1166
   17	      1166
   18	      1166
   19	      1166
   20	      1166
   21	      1166
   22	      1166
   23	      1166
   24	      1166
   25	      1166
   26	      1166
   27	      1166
   28	      1166
   29	      1166
   30	      1166
   31	      1166
   32	      1166
   33	      1166
   34	      1166
   35	      1166
   36	      1166
   37	      1166
   38	      1166
   39	      1166
   40	      1166
   41	      1166
   42	      1166
   43	      1166
   44	      1166
   45	      1166
   46	      1166
   47	      1166
   48	      1166
   49	      1166
   50	      1166
   51	      1166
   52	      1166
   53	      1166
   54	      1166
   55	      1166
   56	      1166
   57	      1166
   58	      1166
   59	      1166
   60	      1166
   61	      1166
   62	      1166
   63	      1166
   64	      1166
   65	      1166
   66	      1166
   67	      1166
   68	      1166
   69	      1166
   70	      1166
   71	      1166
   72	      1166
   73	      1166
   74	      1166
   75	      1166
   76	      1166
   77	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1167
    2	      1166
    3	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1181
    2	      1181
    3	      1181
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1177
   10	      1177
   11	      1177
   12	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1195
    2	      1185
    3	      1185
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1170
    2	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1171
    2	      1165

 Final results:


        100       1165          681108        146


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1200
    2	      1200
    3	      1200
    4	      1200
    5	      1200
    6	      1189
    7	      1176
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1179
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1170
   56	      1170
   57	      1170
   58	      1170
   59	      1170
   60	      1170
   61	      1170
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1169
   75	      1169
   76	      1169
   77	      1169
   78	      1169
   79	      1169
   80	      1169
   81	      1169
   82	      1169
   83	      1169
   84	      1169
   85	      1169
   86	      1169
   87	      1169
   88	      1169
   89	      1169
   90	      1169
   91	      1169
   92	      1169
   93	      1169
   94	      1169
   95	      1169
   96	      1169
   97	      1169
   98	      1169
   99	      1169
  100	      1169

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1178
    2	      1178
    3	      1178
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1181
    2	      1170
    3	      1170
    4	      1170
    5	      1170
    6	      1170
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1169
   31	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1189
    2	      1189
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1176
   12	      1176
   13	      1176
   14	      1176
   15	      1176
   16	      1176
   17	      1176
   18	      1176
   19	      1176
   20	      1176
   21	      1176
   22	      1176
   23	      1172
   24	      1172
   25	      1172
   26	      1172
   27	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1181
    2	      1168
    3	      1168
    4	      1168
    5	      1168
    6	      1168
    7	      1168
    8	      1168
    9	      1168
   10	      1168
   11	      1168
   12	      1168
   13	      1168
   14	      1165

 Final results:


        100       1165         1324059        281


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1202
    2	      1202
    3	      1185
    4	      1185
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1173
   19	      1171
   20	      1171
   21	      1171
   22	      1171
   23	      1171
   24	      1171
   25	      1171
   26	      1171
   27	      1171
   28	      1171
   29	      1171
   30	      1171
   31	      1171
   32	      1171
   33	      1171
   34	      1171
   35	      1171
   36	      1171
   37	      1171
   38	      1171
   39	      1171
   40	      1171
   41	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1175
   27	      1175
   28	      1175
   29	      1175
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1174
   35	      1174
   36	      1174
   37	      1174
   38	      1174
   39	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1267
    2	      1207
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1177
   15	      1177
   16	      1177
   17	      1177
   18	      1177
   19	      1177
   20	      1177
   21	      1177
   22	      1177
   23	      1177
   24	      1177
   25	      1177
   26	      1177
   27	      1177
   28	      1177
   29	      1177
   30	      1173
   31	      1173
   32	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1169
    2	      1169
    3	      1169
    4	      1169
    5	      1169
    6	      1169
    7	      1169
    8	      1169
    9	      1169
   10	      1169
   11	      1169
   12	      1169
   13	      1169
   14	      1169
   15	      1169
   16	      1169
   17	      1169
   18	      1169
   19	      1169
   20	      1169
   21	      1169
   22	      1169
   23	      1169
   24	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1194
    2	      1194
    3	      1194
    4	      1179
    5	      1179
    6	      1179
    7	      1179
    8	      1179
    9	      1179
   10	      1179
   11	      1179
   12	      1179
   13	      1179
   14	      1179
   15	      1179
   16	      1179
   17	      1179
   18	      1179
   19	      1179
   20	      1179
   21	      1179
   22	      1179
   23	      1179
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1177
   43	      1177
   44	      1177
   45	      1177
   46	      1177
   47	      1172
   48	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1165

 Final results:


        100       1165          770901        163


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1197
    2	      1197
    3	      1197
    4	      1197
    5	      1182
    6	      1181
    7	      1181
    8	      1181
    9	      1181
   10	      1181
   11	      1181
   12	      1181
   13	      1181
   14	      1181
   15	      1181
   16	      1181
   17	      1181
   18	      1181
   19	      1181
   20	      1181
   21	      1181
   22	      1181
   23	      1181
   24	      1181
   25	      1181
   26	      1181
   27	      1181
   28	      1181
   29	      1181
   30	      1181
   31	      1181
   32	      1181
   33	      1181
   34	      1181
   35	      1181
   36	      1180
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1174
   50	      1174
   51	      1173
   52	      1166
   53	      1166
   54	      1166
   55	      1166
   56	      1166
   57	      1166
   58	      1166
   59	      1166
   60	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1195
    2	      1176
    3	      1176
    4	      1176
    5	      1176
    6	      1176
    7	      1176
    8	      1176
    9	      1176
   10	      1176
   11	      1176
   12	      1176
   13	      1176
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1166
   24	      1166
   25	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1176
    2	      1176
    3	      1176
    4	      1176
    5	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1174
    2	      1174
    3	      1174
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1186
    2	      1186
    3	      1186
    4	      1186
    5	      1186
    6	      1186
    7	      1186
    8	      1186
    9	      1186
   10	      1186
   11	      1186
   12	      1185
   13	      1185
   14	      1168
   15	      1168
   16	      1168
   17	      1168
   18	      1168
   19	      1168
   20	      1168
   21	      1168
   22	      1168
   23	      1168
   24	      1168
   25	      1168
   26	      1168
   27	      1168
   28	      1168
   29	      1168
   30	      1168
   31	      1168
   32	      1168
   33	      1168
   34	      1168
   35	      1168
   36	      1168
   37	      1168
   38	      1168
   39	      1168
   40	      1168
   41	      1168
   42	      1168
   43	      1168
   44	      1168
   45	      1168
   46	      1168
   47	      1168
   48	      1168
   49	      1168
   50	      1168
   51	      1168
   52	      1168
   53	      1168
   54	      1168
   55	      1168
   56	      1168
   57	      1168
   58	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1167
    2	      1167
    3	      1167
    4	      1167
    5	      1167
    6	      1167
    7	      1167
    8	      1167
    9	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1202
    2	      1199
    3	      1199
    4	      1199
    5	      1199
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1168
    2	      1165

 Final results:


        100       1165         1152313        242
